title,content,vote,comment
 비글 김신정교수님 버리실분 쪽지주세요 , 사례 하겠습니다... , 0 , 0 
 선대 교환하실 분 , 저 김순영교수님인데 최미란 교수님 수업있으신 분! , 0 , 0 
 회계학원론 강평경 받고 임영제 주실분 구합니다! , 제게 임영제 주시고 교환하실분 구해요! , 0 , 1 
 아텍 사인해줘? , ㅈㄱㄴ , 0 , 0 
 제 생산관리 (하병천) &lt;-&gt; 님 영화와철학 (김진영) , 교환하실분! , 0 , 0 
 영문학작문 , 영문학 작문 보통 교수님들 싸인 해주시나여ㅠㅡㅜ , 0 , 3 
 회계학원론 강평경교수님 , 화계 강평경 교수님 화목 12 -13:15 파실분 있나요? , 0 , 0 
 나 회원 최순재 (4시반 수업) - 님 회원 강평경 , 교환 + 사례 할게유 ㅜㅠㅠㅠ , 0 , 0 
 조직 교환하실분!! , 조직 조봉순 (저) &lt;-&gt; 조직 남종훈 (님) , 0 , 1 
 수화의이해 버리실분ㅠㅠㅜㅠㅠㅜㅠ , 쪽지부탁드녀요오오오ㅠㅠ , 0 , 0 
 대수 교환하실분 수금4 이영록(나) &lt;-&gt; 수금5 이영록(너) , 수금4 이영록(나) &lt;-&gt; 수금5 이영록(너) , 0 , 5 
 아니분명히 , 수강신청 페이지 기준 59를 보고 눌렀는데 3500등 말이 돼? 이래도 되나싶을 정도로 빨리 누르는게 답인거냐 , 0 , 1 
 이상란교수님 영상문학론 ," 들어보신 분 계신가요? 감상문, 토론, 발표의 비중과 형식이 궁금합니다. 토론 많으면 힘들어서요... ", 0 , 0 
 인자관 양동훈 교수님 , 인적자원관리 양동훈 교수님꺼 버리실분 안계시나요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ....사례하겠습니다..!! , 0 , 0 
 그윤(강영옥)-회원(최순재) , 교환하실분ㅠㅠㅠㅠㅜ  제가 그윤 , 0 , 0 
 머야 대기 두자리수떴어 , 이런적 처음이야 , 0 , 0 
 콩의 가호를 받아 나머지 과목도 먹었다 ㅅㅅ , 콩의 가호를 받아 나머지 과목도 먹었다 ㅅㅅ , 0 , 0 
 대기2000대 ㅅ , 자러갑니다 , 0 , 3 
 라이징 어퍼컷! , 퓩퓩 , 0 , 2 
 강의 원래 전체 정원은 어디서 알수있어?? , ㅈㄱㄴ , 0 , 2 
 연뮤덕 , 연극 뮤지컬 관련 게시판 있어요~ 게시판 검색에서 연뮤덕 치면 나옵니다 ㅎㅎ 작년에 생겼는데 관심있으신 분들 많이 놀러오세요! , 0 , 2 
 철인 수업 교환 , 수금 5교시 홍영미(본인)&lt;-&gt;수금 4교시 김옥경 교환하실 분 댓글 ㄱㄱ , 0 , 4 
 담아놓기 , 뜻하지 않게 복학신청을 뒤늦게 하게 되어 수강신청과목 담아놓기를 못했는데 혹시 다른 방법이 있을까요? ㅠㅠ 당장 오늘 수강신청이에요.. , 0 , 1 
 수업 교환은 어떻게 하는 거야?? , 내일 하는 건가?? 뭔가 누군가 낚아채가면 어떡함?? , 0 , 1 
 전공 절평 인원이 얼마였지 , 20인가? 30인가? , 0 , 3 
 서연교 , 연애게시판 서연고 지기 입니다 !! 즐찾 부탁 드려요 ㅎㅎ , 0 , 0 
 일화실1 쿼터 ," 일화실 1에 가능한 수강생 수가 몇명인가요???? 세인트에서 수강생 수가 18명이라고 나와있긴한데 내일 쿼터가 생기나요,,? ", 0 , 4 
 호기심많은 서강인들을 위해 서강19 게시판을 만들었어요~ , 많은 참여 부탁해요~ , 0 , 2 
 미국정치의 이해/한국경제론 , 미국정치의 이해(내가갖고있음)&lt;-&gt;정치와언론 한국경제론(내가갖고있음)&lt;-&gt;경제성장론 바꿀사람!!!?!!?!!!!!! , 0 , 0 
 동아리... , 새내기가 아니더라도 동아리 홍보기간때 동아리 가입하는건가여??헌내기는 다른 방법으로 가입해야하나요? , 0 , 4 
 생리 및 생물심리학 , 혹시 버리실 분 있으신지 간절하게 구해봅니다ㅠㅠㅠㅠㅠ , 0 , 2 
 대학수학 , 대수 2학년 2학기때 듣는거 에바여? , 0 , 6 
 새내기~~ , 새내기 게시판에서 답글달아주는거 너무 즐거워!!ㅠㅜㅜ 사소한거 하나하나 궁금했던 내 새내기 때 생각나서 일일이 답장해주고 싶어져..ㅎㅎ , 3 , 2 
 전국 대학생 주짓수 연합동아리 , 전국 대학생 주짓수 연합동아리 활동 해보신 분 있으신가요? , 0 , 0 
 학생회비 안 내면 안 좋은 점 있나요?? ," 1학년 땐 아무 생각 없이 냈었는데, 막상 지나고 나니 제가 뭐 혜택을 받은 적은 없어서... 사물함도 안 쓰고, 야식대도 이용해 본 적 없고  ", 0 , 3 
 새내기선생님들 , 경원 자리 남은거 있었어용?ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 새내기가 아니라서 볼수가 없거든요 ㅠㅠ , 0 , 2 
 글의 , 글의1대신에 글의1 고급들어도돼? , 0 , 2 
 수강신청 , 낼 줍고싶은게 있는데 수강신청 해놓은거 지금은 못버리나요? , 0 , 3 
 경원 정지은 교수님 , 싸인해주실까요ㅠㅠ? , 0 , 5 
 독언문 , 독언문 성현숙교수님꺼 넣어놨거둔? 근데 외고생 나가라는 수업 있다며..? 근데 난 외고 일본어과인데도 나가야하는거야..? , 1 , 14 
 글의고급 , 많이 어려워 ?? 일반보다 많이 어렵나 ㅠㅠ? , 0 , 0 
 보통 과외비 어느정도 받아? ," 나는 국영수 기준 고1,2는 주 2회 1시간 반에 40(2시간은 45), 1번에 20 고3은 주 2회 2시간에 50, 1번은 30 내가 비싸게  ", 0 , 5 
 독언문 싸인 , 독언문 이승희교수님 싸인 해주셔? 언어와문화 분반 많아서 안해주시려나.. , 1 , 1 
 테니스 들으면 장비  다 자기가사야함?? , 학교에서 대여해주나요? , 0 , 3 
 복전 , 문순이라 경영 경제 중 하나 복전하고 싶은데 각 특징 좀 찝어주세여...?? , 0 , 7 
 성성을 방학때 들으면 그 1학점은 어느학기로 감?? , 1학기에들으먄1학기에 +1이고 2학기먄 그 학기에+1학점이라고 들었는데 , 0 , 3 
 사공용 경제통계학 , 혹시 1학년 분들 중에 사공용 교수님 경제통계학 정원 몇명인지 봐주실 분 있으신가요?ㅜㅜ , 0 , 0 
 내일하는 전체 수강신청은 , 그냥 남는 인원 다 푸는건가요??? 학년상관없이? 그거 주우면 되는 거에요?? 내일 놓치면 교수님 싸인밖에 기회 없는건가요..?ㅜㅜ , 0 , 1 
 그대여 나와 같다며언 , 내~~내 마음과 똑가아앝다며언 , 0 , 1 
" 포토샵, 일러스트레이터 ", 그런건 다들 어디서배워? , 0 , 11 
 POE , 서강대 동아리 POE 폐지되었나요? , 0 , 3 
 일언문 최은희 교수님 , 일언문 싸인해주시나요?? , 0 , 0 
 수강신청 과목 중복 ," 수강신청할 때, 강의명은 같은데 분반 다른거 두개 동시에 신청하면 둘다 수강신청 되나요....???? (강의 시간은 달라요) 예를 들면 회계학원 ", 0 , 6 
 국제무역론(허정) 싸인 해주시나요? , 국제무역론(허정) 싸인 해주시나요? , 0 , 3 
 지금 곤자가에 택배 보내면 무인택배함에서 받을 수 있나요?? , 아시는 분 답변 부탁드려요 , 0 , 1 
 김종철교수님 근대정치사상 , 강의계획서 보니까 영강인데 토론비중이 높더라고.. 이분수업 들어본사람 영어말하기 수준이나 수업분위기좀 알려쥬라.. , 0 , 1 
 140 / 8 = , 17정도니까 1학기 18학점 2학기 12학점 3학기 15학점 듣고 나머지 다 18에 계절 하나 들으면 퍼-펙? 원래 지금시간표 18학점이긴 한데 , 0 , 3 
 철인 홍영미교수님 , 교수님 싸인해주시남..?? , 0 , 0 
 경통 김범수&lt;=&gt;대수 이미선 , 경통 김범수 화목 3교시가 내가 갖고있는거고 대수 이미선 5교시랑 바꿀 사람..? , 0 , 0 
 경영정보시스템 금요일 연강이랑 월수 3교시 바꾸실분 !! , 혹시 바꾸실분 쪽지주세요ㅠㅠ , 0 , 0 
 아텍복전 , 할려고 요번에 처음 들을려고하는데 아텍 2전공 할만해? 참고로 하나는 인창이고 하나는 spatial dynamics임 , 0 , 5 
 FC바르셀로나 , FC바르셀로나 게시판 만들었습니다. 팬분들이나 축구 관심있으신분들 많이 들려주세요! , 0 , 0 
 프문과 질문좀 ㅠㅠ , 프언문2안듣고 프랑스어문법1 들어도돼? 따라가기 많이 어려울까? , 0 , 3 
 애플 교육할인 질문!! , 이거 엉제까지 받을수 있는거얌? 졸업하기 직전까지? , 0 , 0 
 대수 이미선교수님 , 대수 이미선교수님 싸인해주시나유ㅠㅜ , 0 , 5 
 테니스 정용철 교수님 버리실 분 있나요? , 지금 테니스2 갖고 있는데 테니스1 버리실 분 있나요? ㅠㅠ댓글 달아주세요ㅠㅠ , 0 , 0 
 최순재회원 화목6교시(저)랑 임영제회원이랑 교환하실분?? , 혹시 계신가요~?? , 0 , 0 
 트파 , 트파 들어가고싶은 18인데 10기로 들어갈 수 있을까?? , 1 , 4 
 조행론 조봉순 , 조직행동이론 조봉순 버리실분 있으신가요 ㅠㅠㅠ 사례하겠습니다 재무관리홍광헌이랑 바꿔도 돼요!! , 0 , 1 
 신인01분반:화목6 (저) &lt;=&gt;신인05분반: 화목3 (님) , 아님 화목3교시 교양 필수 과목도 가능해여! , 0 , 0 
 성성 군대갔다와서 간사람 있어? , 2학년인데 까먹고있다가 신청못했는데 전학년때 못하면 ㄹㅇ 군대갔다와서 듣게생겼네.. ㅈ댔다 , 0 , 5 
 커뮤 복전 생각중인데 ," 너무 헷갈려서.. 커뮤니케이션학부가 아예 사라지고, 지식융합미디어학부 안에 신문방송학과로 된 것 맞음? 신문방송학과 안에 트랙 4개 (언론정보, ", 0 , 4 
 경영 섹션 단톡방 없어서 사물함 신청할수 있는 방법? , 아는 사람 있어요 ? 신청할 날짜도 부탁합니다! , 0 , 9 
 알바몬 이력서만 보고 , 연락안하는건 뭐야? 짤린거지? , 0 , 3 
 그윤 박은미 , 신청해놨는데 진짜 별로야?? , 0 , 12 
 철인 홍영미 교수님강의와 그리스도교윤리 강영옥교수님 강의 교환하실분있나요? ," 제가 가지고 있는게 철인 월,수 3교시수업입니다 ", 0 , 0 
 시간표 뭐가 더 나을까ㅠ , 화목 공강(대신 금요일 12345 연강) vs. 화목 하나만 듣기... , 0 , 5 
 현대원교수님 영상제작 노트북 필요한가요 , 현대원교수님 영상제작 수업을 이번에 담았는데 제 노트북이 영상편집 돌릴 사양까지는 안돼서요 과제할 때 사용할 수 있는 컴퓨터실이 있나요? 아니면 , 0 , 4 
 대수 재수강 계절에들어도되죠? , 제발ㅠ , 0 , 6 
 이제 1학년 2학기라서 글로벌의사소통I 못듣는데 글로벌의사소통II부터 들어도돼??? , 2학년때 글의 들을 수 있나요??ㅜ , 0 , 3 
 이희우 교수님 싸인해주셔? , 고분자공학을 들어야하는데 옛날에 반수하느라 선수과목 미이수 걸렸어..화공과 이희우 교수님 싸인해주셔? , 0 , 0 
 학과 신청 , 어떻게 해..?ㅠㅠ , 0 , 2 
 김도성 재무관리랑 김나연 관리회계랑 바꿀 분 , 제가 김도성 재무관리입니다 , 0 , 2 
 지갑 잃어버렸는데 , 마열에서 현금 십만원만 쏙 빼 감. 씨씨티비 돌리니까 알아서 갖다주세용! 그 자리 그대로~ , 0 , 11 
 진선미성 들을만 함???? , 뭐하는 과목인지 모르겟으나 넣을게 읎어서 넣엇는데ㅠ , 0 , 2 
 복전 하든 안하든 총 이수 학점은 130임? (문과생) , ?? , 0 , 8 
 경영 수강신청 , 2000번대 떴는데 휴학이 답인가요??아무도 싸인안해주시면 어떻게 학교다녀요ㅜㅜㅠㅠㅜㅜ , 0 , 1 
 복전할려고 하는데.. , 문과생인데.. 총 이수 학점이 130인데.. 복전 하면 몇학점까지 이수해야 하나요? 학교 요람에 없어요.. 그런 정보 자세히 어디서 볼수잇나요? , 0 , 9 
 다전공이 뭐에요 , ?? , 0 , 4 
 제발 ," 제발 21명인 강의 제발 버려줘라ㅜㅠㅠㅠㅠ젭알,,,,,꼭들어야하는데,,, ", 0 , 7 
 곽노선교수님 , 곽노선교수님 경투 2학년인데 싸인해주시나욤 ㅠㅠ??? , 0 , 0 
 이공계에서 , 이공계에서 언어교양 들으면 힘든가요 ? 일언문 프언문 이런거 , 0 , 8 
 라식 라섹 병원 추천해주세요 ," 할려고 하는데 광고 글들인거 같아서요 ㅠㅠ 어느 병원 , 수술, 비용만이라도 알려주세요! ", 0 , 3 
 스쿠바다이빙(영강) &lt;-&gt; 필드골프I (영강) , 제가 가지고 있는게 스쿠바다이빙 입니다 , 0 , 0 
 스포츠미디어학부 , 스포츠미디어학부과목들도  에이비율 30퍼 밖에 안돼? , 0 , 2 
 지금 수강신청 인원이 20명 조금 넘는 강의 , 들어도 괜찮은 걸까? 전공인데 거의 매 학기 열리는 강의임. 담학기에 듣는 게 나을까? 목표가 A 이상이라... , 0 , 7 
 수능 칠때 문과걸로 칠껄 , 좀만 더 공부해서 문과걸로 칠껄 이과꺼로 쳐서 대학온게 두고두고 아숩다 , 0 , 7 
 경영대 최정호 교수님 어떤분인가요? , 경영대 프로필 보니깐 호랑이같은 무시무시한 같은 인상을 가지고 계신데 실제로는 어떠한지요 , 0 , 8 
 타전공 수업 본인 전공으로 인정되는지 확인하는 거 , 만약에 미국법에 대해 ㅇㅇ과에서 수업을 하면 미국문화전공생이 그 수업을 전공으로 인정받을 수 있고 아니면 철학과에서 중국고전철학 뭐 이런 걸 하 , 0 , 8 
 디즈니랜드vs디즈니씨!! , 너무고민되네.... 추천해주어ㅠㅠ , 0 , 6 
 댕이냥이 , 내가 이거 게시판만들엇는데 어케띄워?_? 마니 검색해주라 ㅠㅠㅠㅠㅠ 딴 학교 댕이냥이게시판 활성화된거 부러웟오..귀야운거 공유하자 , 1 , 0 
 MEGS 동아리 무슨 요일에 활동하나요? , 정기적으로 회의하는 요일이 있나요 ? 알바나 다른 일정 미리 빼두려구요 !!! , 0 , 3 
 새내기들 술마시는거 넘 겁내지마세요!! , 전 새내기 때 초반에 술 마셔 본 경험이 얼마 없어서 조금만 알딸딸해질 것 같으면 안 마시고 취하면 이상해보일까봐 절대 안취하려고 노력했거든요ㅋ , 1 , 1 
 대학교에서는 친구 많이 만들어야겠다고 생각하는 사람? ," 새내기든 정든내기든 상관 없이 올해는 인싸가 되고 싶은 사람도 있을거고, 인싸까지는 아니더라도  친구 많이 만들고 싶다고 생각하는 사람들 있을거 ", 4 , 9 
 컴공이신분들 , 학교 컴퓨터 중에 안드로이드 스튜디오 사용 가능한 랩실 어딘지 알 수 있을까요???? , 0 , 2 
 17 다전공신청은 언제하죠 , ㅈㄱㄴ , 0 , 5 
 서연고 , 서연고 연애게시판 많이 찾아와주세요 ㅎ , 0 , 8 
 근대정치사상 , 김종철교수님 영어강의 들어보신분 발표 영어인가요?과제는 영어 한국어 상관없다고 명시돼있는데 발표에는 그런 언급이 없네요.. 근대정치사상 듣고싶은 , 0 , 1 
 지금보니 고체물리 , 20명 절평이네 ㄷㄷ... 절평 처음인데 한명 더 들어오면 죽인다 ㄹㅇ , 1 , 8 
 일반화학2 들어야 졸업하시는 분~~???? , 일반화학2 재수강러들 OR 일반화학2 수강 일정 꼬이신 분들!!(저도 마찬가지......) 계절학기에 일반화학2 안열린지 이제 거의 10주년이군 , 1 , 9 
 휴학 갔다오면 장학금 다시 받을 수 있나요? ," 국장이든 다산이든 다 한 학기 미리 신청해야 하잖아요. 만약 휴학하고 다시 학교 다니려면, 휴학동안 미리 장학금 미리 신청해도 받을 수 있나요? ", 0 , 1 
 도서관에서 책 대출 , 도서관에서 대출한 책 제본맡겼다가 반납해도 되나요? 전공책이 너무 비싸서 빌려서 제본할 수 있나 싶어서요 , 0 , 4 
 중국학입문 김민우 교수님 싸인 , 중문과느님들ㅜㅜ 김민우 교수님 싸인 해주시나요??ㅜ 메일을 바로 보냈는데 읽으셨지만 답장이 없으셔서요ㅜㅜ , 0 , 0 
 친오빠 제대 선물추천! , 20대 중반인 친오빠가 곧 제대하는데 제대 선물로 뭐가 좋을까요?? , 0 , 12 
 장학금 관련 질문 ," 저는 1학년 1학기부터 다산장학금을 받고 다니고 있었습니다. 1학기때는 돈이 통장으로 들어왔고, 2학기때는 등록금 감면 방식으로 받았습니다. 그 ", 0 , 9 
 박혜윤 사회봉사 필요한 사람? , 버릴건데 , 0 , 3 
 채서영 교수님 언어학개론 파실분 구합니다 , 원하시는대로 사례합니다!! , 0 , 2 
 경영학과 전용과목 수강할수 있는법 없니? , 올해 가을학기 복학인데 경영 복전 안해놔서 듣고 싶은 경영학과 과목을 수강신청 못하는데 방법 없을까 , 0 , 5 
 학점변환 질문 , 서강대는 학점을 4.3점 만점에서 100점 만점으로 바꾸려면 어떻게 해야 되나요? 인터넷의 학점변환기는 다 제각각인데다 대학별로 다르다고 하더라 , 0 , 7 
 도시경제학 구합니다 , 김경환 교수님 도시경제학 구합니다 사례 넉넉하게 해드려요 , 0 , 4 
 영화와철학이 너무 듣고싶어요.. ," 사례해드립니다,, 버리실 분 계신가요 ㅜ ", 0 , 0 
 자존감이낮은 사람을 옆에두는일... , 3년된 친한 친구가 있는데 그친구가 정말 자존감이 낮거든..ㅠㅠ 항상 대화를 할때마다 나는 빡대가리야..이것도 너무 걱정되고 저것도 너무 걱정되 , 0 , 4 
 경원 교환하실 분 , (저)경제학원론1 전현배[화목3] (구함)경제학원론1 정지은[화목1] 쪽지주세요! , 0 , 2 
 시음향 ," 교수님이 읽으셧는데 메일이 안욌네,,,포기해야하나,,, ", 0 , 4 
 현대원 교수님 , 싸인해줌? , 0 , 5 
 동서고전세미나 말인데 , 영토세 현인세 동고전 이렇게 세 개 있잖아 나는 거기서 거기일 거라 생각해서 아무 생각 없이 이번 학기에 동서고전세미나 들으려 했는데 다들 영토 , 0 , 5 
 노동경제학 대기번호 몇번대까지 싸인 받을수있을까? , 10번대면 싸인 안정권이야? , 0 , 2 
 복학아재 시간표 평가점요 , 기숙사고 이정도면 괜찮으려나요 물론 공대라 어차피 힘들테지만 ㅜ , 0 , 8 
 (100% 증정) 짧은 온라인 설문하시면 스벅/배스킨/cu상품권 드립니다! ," 안녕하세요 스타트업 “모두닥“에서 설문을 진행합니다. 서울지역 &lt;&lt;치과, 산부인과, 피부과, 정형외과, 비뇨기과, 안과, 정형외과,  ", 0 , 0 
 경영인데 , 진짜 전공듣기 너무 힘들다 ㅠㅠㅠㅠㅠㅠㅠ , 2 , 2 
 조행 월수 6교시 &lt;-&gt; 조행 화목 3교시 , 교환 하실분 계신가요??! 제가 월수 6교시고 강의평도 좋아요!! , 0 , 0 
 왜 대정비? , 곤자가대정비 대체왜해? 정비되는 물품도 없는것같던데 굳이 뭐 청소도구 이런거 다 버리면서 하는이유가뭐야? 조교도 고생하고 사생도 고생하고 사감님 , 1 , 2 
 사진의 이해 싸인 해주시나?ㅠㅠ , 제곧내 , 0 , 3 
 최순재교수님 회원이랑 응통실 삽니다 ㅠㅠ , 가격 크게 생각하고있어요 ㅠㅠ , 0 , 3 
 전체수강신청 티오 , 언제뜨고 어디에 떠??? , 1 , 0 
 최우혁 교수님 신인 &lt;-&gt;강영옥 교수님 그윤(저) 교환하실 분 계시나요?? , 쪽지 주세요!! , 0 , 0 
 양준선 교수님 회원구합니다 , 사례하겠습니다 , 0 , 5 
 조직 장영균 교수님 구해여 , 사례할게요 , 0 , 1 
 정용철 교수님 테니스수업 파실분 , 원하시는만큼 드립니다 , 0 , 4 
 연애하고싶으면 무슨 동아리  들어가야되요~?? , ?? , 0 , 27 
 sgtc 2학년도 들어갈수있나요?? , 1학년만 받아준다는 얘기가 있더라구요 , 0 , 5 
 있지 좋아하시는분 계세요? , https://youtu.be/vuWB7zY3HXo 팬심으로 과거 영상 짜집기해서 뮤비 만들어봤어요 이뻐 죽겠음...ㅠ , 0 , 2 
 장직현 교수님 , 장직현 교수님 알고리즘(아님 자료구조) 들어보신 분 계세요? 예전 후기 보면 엄청 심각하던데 요즘도 비슷하신가요..? 교수님 때문에 알고리즘 굳 , 0 , 0 
 사물함 어디서 구하나요 , r관이나 근처 건물에 사물함 하나 얻고싶은데 동아리 학회 가입말고는 방법이 없을까요? , 0 , 2 
 대체 경영 사인해주신 교수님 어디 있습니까 ," 메일보내더니  양동훈,김종훈,김기홍(골프) 거부 김나연 읽씹  이재범 안 읽어셔 ", 0 , 14 
 honor클라스 조건 만족 못하면 아예 못들음?? ," 조건 안되는데 수강신청은 성공했음,, 근데 문자가 와서 알아서 취소하라 그러더라고. 내가 취소 안하면 강제로 취소시킴? ", 0 , 3 
 주하연or전성훈 미시 들어본사람있음??# , 어때..?제발알려주라 , 0 , 2 
 k열에서 공부하는데 너무 시끄럽당 , k열 입구에 무슨 방같은거 이냐시오 뭐시기 있던데 거기서 너무 시끄럽게 말씀하심... ㄹㅇ 계속그램 ㅠㅠ 뭐라 말하는지 다들려 멀리있는데도 , 0 , 0 
 중급회계1  강평경 or 재무관리 홍광헌(저)&lt;-&gt;경영과 정보기술(님) , 제목그대로 제가 재무관리랑 중급회계1 가지고있는데 이중에 하나랑 경영과 정보기술 교환하실분! , 0 , 0 
 나진경 교수님 판단과 의사결정 파실분 , 얼마든 드릴게요 , 0 , 0 
 파생론(본인)이랑 원가회계 교환하실분 있나요? , 제가 파생상품론 넣었는데. 혹시 원가회계 가지신 분중 교환하실 분 있나요? , 0 , 0 
 프언문2 , 싸인해주시나용... , 0 , 1 
" 수화의 이해, 사회봉사 싸인 ", 수화의 이해랑 사회봉사 싸인해주시나요?? , 0 , 6 
 전체수강신청 , 전체때 하나 취소하고 그자리에 하나 주워야하는데 재빠르게 삭제누르고 매크로로 하나 과목번호 입력한담에 저장 누르면 될까요?? 휴 걱정... , 0 , 1 
 이희준 교수님 , 커뮤 이희준교수님 싸인 받아주시나요... 경험자 혹은 보신분 알려주세요ㅠㅠㅠ , 0 , 2 
 투자론 홍광헌(저) &lt;-&gt; 투자론 김도성/경영과학 김범수 교환 구합니다ㅠ , 투자론 홍광헌 교수님(저) &lt;-&gt;  투자론 김도성 교수님이나 경영과학 김범수 교환 구합니다ㅠ 쪽지나 댓글 부탁드려요!!ㅠ , 0 , 0 
 창의적말하기와글쓰기&lt;&gt;인간관계의심리/영성수련 , 창의적말하기와글쓰기성공하신분 인간관계의심리/영성수련으로 혹시 바꿔주실 분 있으실까 조심스레 여쭤봅니당...  막학기까지 수강신청한번을 성공 못하 , 0 , 4 
 법기봉 싸인해주셔?? , 제목 그대로! 전체수강때 못주우면 싸인 받아야하는데 싸인 해주셔??ㅠㅠ , 0 , 3 
 아텍 과목은 아텍+커뮤 학부생들만 들을 수 있나요?88 , 아텍 김상용 교수님 쉅 들으려니까 수강가능 조직에 속해있지 않다네요ㅠㅠ 이거 싸인 받으면 들을 수 있나요? 아님 그냥 타과생은 못 듣는 건가요. , 0 , 6 
 막학기 경제복전생인데 전공들 싸인 해주실까 , 각론 너무 적게 열리는거 아니니 마지막 수강신청을 이렇게 망할 줄이야ㅠㅠ , 0 , 1 
 스쿠바다이빙 윤용진교수님 , 사인 받아주시나요? 막학기생인데ㅠㅠ 들을과목이 없어요... , 0 , 0 
 삼사학년 화학과 여기 봐주세용 , 나 화요일생화학실험 님 첨단화학캡스톤 바꾸실분 구합니다 흑흑 초급아랍어나 스포츠생리학으로 드릴수도 있어요 , 0 , 5 
 스쿠버다이빙 윤용진 교수님꺼 사요ㅜㅜ , 3만원에 구매할게요ㅠ막학기생살려주세요 , 0 , 3 
 인자관 , 인적자원관리(최장호)-&gt;인적자원관리(양동근) 제가 최장호 교수님꺼 있습니다. 바꾸실 분 연락주세요! , 0 , 2 
 수강신청 망했다... , 이렇게 처참하게 망한적은 처음이야....어뜨케....ㅜㅜㅜㅜㅜㅜㅜㅜ미치겠다 , 1 , 2 
 반도체공정수업 , 화학일도 모르는 타과생이 들어도 괜찮을까요..?반도체수업듣고 싶을 뿐이라서요ㅠㅠ , 0 , 8 
 4학년이지만 개떨린다... , 수강신청은 언제나 떨려 , 4 , 1 
 수강신청 시간 11시였네 , 10신 줄....;;; , 0 , 3 
 신인 강영옥 (화목3) &lt;-&gt; (월수3)철인 홍영미 or 신인 최현순 , 제가 화목3교시 강영옥 신인입니다! 신인최현순이나 철인홍영미로 바꿔주실 분 ㅠㅠㅠ  혹시 계실까요 ㅠㅠ  https://open.kakao.co , 0 , 0 
 자격지심있어도 , 누구나 자격지심은 있지만 티내서 다른사람 상처주지는 말았으면 내가 뭐라고 한것도 아닌데 왜 나한테 억지부리냐? 제발 우기지좀 마 , 0 , 0 
 커뮤 황인성 한창현 정영무 , 커뮤 황인성. 한창현. 정영무 교수님 사인해줌?ㅜㅜㅜㅠㅠㅠㅠ개망함 , 0 , 2 
 4학년 심리학과 선배님 한번만 도와주세요ㅠㅠㅠ , 화목 3교시 수업인데 혹시 수강신청 때 시도해주실 분 계실까요ㅠㅠ 당근 사례합니다?? , 0 , 2 
 요가 , 요가 혹시 저희 수강신청 사인 해주시나요..?? , 0 , 2 
 재무관리 시험은 보통 주말에 봄?? , 2시간씩 본다는건 주말인건지 아님 저녁 6시 이런건지.. , 0 , 1 
 19 우리 이과 입결 , 중대 보다 높았죠..? , 0 , 3 
" 안녕하세요, 조언 부탁드립니다! ", 올해 5학기 시작하는 17이에요! 대외활동을 좀 하는 편인데 오늘 한끼도 안먹고 대외활동이며 동아리며 하다가 밤 10시에 밥먹는데 너무 서럽더라 , 0 , 5 
 광고 4.0 넘기시는 분 계세요..? , 사례합니다ㅠㅠㅠ 구해요 , 0 , 1 
 다들 수강신청 네이비즘써..?? , 그냥 그 사이트에 로그인상자에 있는 서버시간 보면 안 정확한가요..? , 0 , 13 
 소형/중형/대형강의 인원제한 몇명이에요? , 알고 계신분 있어요? , 0 , 0 
 사진의 이해 양도/ 잡아주실 분 , 사진의 이해 수업 양도 / 잡아주실 분 구해요 사례합니다?? 쪽지주세요 , 0 , 0 
 빅데이터로 본 중국사회 , 들어본 사람~ 전공기초중국어2까지 수강한 수준이면 수강가능이라던데 나 흐스크 5급도 아직 못 딴 실력인데 들을 만 할까? 그리고 화석이라 컴사  , 0 , 5 
 곤자가 택배 , 곤자가 택배 부치는거  혹시 긱사통해서 보내면 저렴해???? , 0 , 2 
 화목 6교시 수업 잡아주실 분ㅠㅠ ," 기프티콘으로 사례하겠습니다,,, ", 0 , 4 
 22일 수강신청할때 모든 수업 인원다 조금씩 추가할거에요! , 그때 수업 신청인원 추가할거에요? 아님 그때로에요? 수업버리는사람한테 받는거에요 ? , 0 , 3 
 수강신청 팁?? 아님말고 , 네이비즘이 2초보다 약간 더 빠름 57초에서 58초넘어가는 사이에 로긴 누르도록하자 ㅎㅎ  거의 실력겜 , 0 , 1 
 창의성의심리학 들어본분?!?!?! , 어때요?!?!?!강평이 별 없네요ㅠㅠ , 0 , 1 
 ??진로탐색입문?? 김경아교수님(월)-&gt;최성욱교수님(목)바꾸실분..!!! , 진로탐색입문 김경아교수님(월)-&gt;최성욱교수님(목)바꾸실분구해용..!!! , 0 , 1 
 내일 김신정 교수님 비글 잡아주실 분 계실까요?? , ㅠㅠ , 0 , 0 
 수강신청할때 담아놓기 한 과목들 수정ㅜㅜ , 수강신청할 때 미리 담아놓기 해놓은 과목들은 직접 입력칸에 저절로 떠 있잖아요..ㅠㅠ 그 때 있는 과목들 수정하고 저장할 수 있나요??? 된다면 , 0 , 0 
 내일 수강신청인데 , 오늘 이사를 왔어요ㅠㅠㅠㅠㅠ시골로...많이 시골... 피씨방이 주변에 없어서 집에서 할 수밖에 없네요ㅠㅠ 혹시 &gt;&gt;뮤지컬 프로덕션&lt;&lt; , 1 , 0 
